aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Line,Bus,4,Alternative modes,Alternative modes,Other,0.0,5962
Line,Bus,4,Alternative modes,Alternative modes,Take a different MBTA service,0.580645161290323,5826
Line,Bus,4,Alternative modes,Alternative modes,Take a private shuttle or other transit,0.0875576036866359,5690
Line,Bus,4,Alternative modes,Alternative modes,Take a taxi or use a rideshare company,0.147465437788018,5554
Line,Bus,4,Alternative modes,Alternative modes,Walk,0.105990783410138,5010
Line,Bus,4,Usable household vehicles,Usable household vehicles,0,0.141689373297003,6098
Line,Bus,4,Usable household vehicles,Usable household vehicles,1,0.343324250681199,6245
Line,Bus,4,Usable household vehicles,Usable household vehicles,2,0.362397820163488,6392
Line,Bus,4,Usable household vehicles,Usable household vehicles,3 or more,0.149863760217984,6539
Line,Bus,4,Vehicles per capita,Vehicles per capita,0.01-0.49,0.15850144092219,6832
Line,Bus,4,Vehicles per capita,Vehicles per capita,0.50-0.99,0.31700288184438,6978
Line,Bus,4,Vehicles per capita,Vehicles per capita,1.00-1.49,0.354466858789625,7124
Line,Bus,4,Vehicles per capita,Vehicles per capita,1.50-1.99,0.0172910662824208,7270
Line,Bus,4,Vehicles per capita,Vehicles per capita,2 or more,0.00864553314121038,7416
Line,Bus,4,Vehicles per capita,Vehicles per capita,None,0.141210374639769,6686
Line,Bus,4,Valid driver's license,Valid driver's license,No,0.0972972972972973,7707
Line,Bus,4,Valid driver's license,Valid driver's license,Yes,0.902702702702703,7562
Line,Bus,4,Household income,Household income,"$108,500 to $151,999",0.138418079096045,8740
Line,Bus,4,Household income,Household income,"$14,500 to $28,999",0.0,8000
Line,Bus,4,Household income,Household income,"$152,000 or more",0.274011299435028,8888
Line,Bus,4,Household income,Household income,"$29,000 to $43,499",0.0367231638418079,8148
Line,Bus,4,Household income,Household income,"$43,500 to $57,999",0.0649717514124294,8296
Line,Bus,4,Household income,Household income,"$58,000 to $75,999",0.11864406779661,8444
Line,Bus,4,Household income,Household income,"$76,000 to $108,499",0.110169491525424,8592
Line,Bus,4,Household income,Household income,"Less than $14,500",0.0169491525423729,7852
Line,Bus,4,Household income,Household income,Prefer not to say,0.23728813559322,9036
Line,Bus,4,Low-income classification,Low-income classification,No,0.929368029739777,9332
Line,Bus,4,Low-income classification,Low-income classification,Yes,0.0706319702602231,9184
Line,Bus,4,Race,Race,American Indian or Alaska Native,0.0,9480
Line,Bus,4,Race,Race,Asian,0.0280112044817927,9627
Line,Bus,4,Race,Race,Black or African American,0.0364145658263305,9774
Line,Bus,4,Race,Race,Native Hawaiian or other Pacific Islander,0.00840336134453781,9921
Line,Bus,4,Race,Race,Other,0.0644257703081232,10215
Line,Bus,4,Race,Race,Prefer not to say,0.0812324929971989,10362
Line,Bus,4,Race,Race,White,0.826330532212885,10068
Line,Bus,4,Hispanic or Latino/Latina,Hispanic or Latino/Latina,No,0.870317002881844,10659
Line,Bus,4,Hispanic or Latino/Latina,Hispanic or Latino/Latina,Prefer not to say,0.0662824207492795,10809
Line,Bus,4,Hispanic or Latino/Latina,Hispanic or Latino/Latina,Yes,0.0662824207492795,10509
Line,Bus,4,Minority classification,Minority classification,No,0.864951768488746,11105
Line,Bus,4,Minority classification,Minority classification,Yes,0.135048231511254,10959
Line,Bus,4,Age,Age,18 to 21,0.0165289256198347,11396
Line,Bus,4,Age,Age,22 to 34,0.278236914600551,11541
Line,Bus,4,Age,Age,35 to 44,0.214876033057851,11686
Line,Bus,4,Age,Age,45 to 64,0.37465564738292,11831
Line,Bus,4,Age,Age,65 or over,0.107438016528926,11976
Line,Bus,4,Age,Age,Under 18,0.00826446280991736,11251
Line,Bus,4,Gender,Gender,Man,0.289189189189189,12121
Line,Bus,4,Gender,Gender,Other,0.0,12415
Line,Bus,4,Gender,Gender,Prefer not to say,0.0351351351351351,12562
Line,Bus,4,Gender,Gender,Woman,0.675675675675676,12268
Line,Bus,4,Ability to understand English,Ability to understand English,Always,0.972972972972973,12709
Line,Bus,4,Ability to understand English,Ability to understand English,Never,0.0,13171
Line,Bus,4,Ability to understand English,Ability to understand English,Often,0.0162162162162162,12863
Line,Bus,4,Ability to understand English,Ability to understand English,Prefer not to say,0.0,13325
Line,Bus,4,Ability to understand English,Ability to understand English,Sometimes,0.00810810810810811,13017
Line,Bus,7,Trip purpose,Trip purpose,Home-based other,0.0394607843137255,426
Line,Bus,7,Trip purpose,Trip purpose,Home-based school,0.00906862745098039,144
Line,Bus,7,Trip purpose,Trip purpose,Home-based social activity,0.00906862745098039,285
Line,Bus,7,Trip purpose,Trip purpose,Home-based work,0.923774509803922,3
Line,Bus,7,Trip purpose,Trip purpose,Non-home-based,0.0183823529411765,567
Line,Bus,7,Trip frequency,Trip frequency,1-2 days a week,0.0481347773766546,1146
Line,Bus,7,Trip frequency,Trip frequency,1-3 days a month,0.0120336943441637,1292
Line,Bus,7,Trip frequency,Trip frequency,3-4 days a week,0.117208182912154,1000
Line,Bus,7,Trip frequency,Trip frequency,5 days a week,0.732851985559567,854
Line,Bus,7,Trip frequency,Trip frequency,6-7 days a week,0.0750902527075812,708
Line,Bus,7,Trip frequency,Trip frequency,Less than once a month,0.0149217809867629,1438
Line,Bus,7,Fare,Fare,1-day or 7-day LinkPass,0.0143584993052339,1880
Line,Bus,7,Fare,Fare,Monthly pass,0.696387216303844,1584
Line,Bus,7,Fare,Fare,Other,0.0115794349235757,2028
Line,Bus,7,Fare,Fare,Pay-per-ride,0.277443260768874,1732
Line,Bus,7,Monthly pass type,Monthly pass type,Commuter rail or ferry,0.0372464250083139,2620
Line,Bus,7,Monthly pass type,Monthly pass type,LinkPass or Express Bus,0.49351513136016,2472
Line,Bus,7,Monthly pass type,Monthly pass type,Local Bus,0.44828732956435,2324
Line,Bus,7,Monthly pass type,Monthly pass type,Reduced-fare pass,0.0202859993348853,2176
Line,Bus,7,Pay-per-ride type,Pay-per-ride type,CharlieCard (plastic),0.948247078464107,3212
Line,Bus,7,Pay-per-ride type,Pay-per-ride type,CharlieTicket (paper),0.0208681135225376,3360
Line,Bus,7,Pay-per-ride type,Pay-per-ride type,Full cash fare on board,0.010016694490818,2768
Line,Bus,7,Pay-per-ride type,Pay-per-ride type,Reduced fare,0.0208681135225376,2916
Line,Bus,7,Pay-per-ride type,Pay-per-ride type,mTicket (single/multi-ride),0.0,3064
Line,Bus,7,Access to first MBTA service,Access to first MBTA service,Carpooled,0.0,3812
Line,Bus,7,Access to first MBTA service,Access to first MBTA service,Dropped off by other vehicle,0.00161073825503356,4116
Line,Bus,7,Access to first MBTA service,Access to first MBTA service,Dropped off by personal vehicle,0.00161073825503356,3964
Line,Bus,7,Access to first MBTA service,Access to first MBTA service,Drove alone,0.00161073825503356,3660
Line,Bus,7,Access to first MBTA service,Access to first MBTA service,Walked or bicycled,0.99489932885906,3508
Line,Bus,7,Previous transit mode,Previous transit mode,Bus or Silver Line,0.162011173184358,4268
Line,Bus,7,Previous transit mode,Previous transit mode,Commuter rail or ferry,0.150837988826816,4582
Line,Bus,7,Previous transit mode,Previous transit mode,Rail rapid transit,0.685288640595903,4425
Line,Bus,7,Use alternative modes,Use alternative modes,No,0.432934278035671,4875
Line,Bus,7,Use alternative modes,Use alternative modes,Yes,0.567065721964329,4739
Line,Bus,7,Alternative modes,Alternative modes,Bicycle,0.124296232135123,5147
Line,Bus,7,Alternative modes,Alternative modes,Drive alone,0.172802078822001,5283
Line,Bus,7,Alternative modes,Alternative modes,Drive or ride in a carpool,0.086617583369424,5419
Line,Bus,7,Alternative modes,Alternative modes,Other,0.0,5963
Line,Bus,7,Alternative modes,Alternative modes,Take a different MBTA service,0.340407102641836,5827
Line,Bus,7,Alternative modes,Alternative modes,Take a private shuttle or other transit,0.043308791684712,5691
Line,Bus,7,Alternative modes,Alternative modes,Take a taxi or use a rideshare company,0.475530532698138,5555
Line,Bus,7,Alternative modes,Alternative modes,Walk,0.48116067561715,5011
Line,Bus,7,Usable household vehicles,Usable household vehicles,0,0.193462469733656,6099
Line,Bus,7,Usable household vehicles,Usable household vehicles,1,0.601210653753027,6246
Line,Bus,7,Usable household vehicles,Usable household vehicles,2,0.18135593220339,6393
Line,Bus,7,Usable household vehicles,Usable household vehicles,3 or more,0.0242130750605327,6540
Line,Bus,7,Vehicles per capita,Vehicles per capita,0.01-0.49,0.173711214268263,6833
Line,Bus,7,Vehicles per capita,Vehicles per capita,0.50-0.99,0.298802834107012,6979
Line,Bus,7,Vehicles per capita,Vehicles per capita,1.00-1.49,0.329342780356707,7125
Line,Bus,7,Vehicles per capita,Vehicles per capita,1.50-1.99,0.00610798924993892,7271
Line,Bus,7,Vehicles per capita,Vehicles per capita,2 or more,0.00293183483997068,7417
Line,Bus,7,Vehicles per capita,Vehicles per capita,None,0.189103347178109,6687
Line,Bus,7,Valid driver's license,Valid driver's license,No,0.0573849878934625,7708
Line,Bus,7,Valid driver's license,Valid driver's license,Yes,0.942615012106538,7563
Line,Bus,7,Household income,Household income,"$108,500 to $151,999",0.198143171268019,8741
Line,Bus,7,Household income,Household income,"$14,500 to $28,999",0.00610798924993892,8001
Line,Bus,7,Household income,Household income,"$152,000 or more",0.237722941607623,8889
Line,Bus,7,Household income,Household income,"$29,000 to $43,499",0.0395797703396042,8149
Line,Bus,7,Household income,Household income,"$43,500 to $57,999",0.0913755191790862,8297
Line,Bus,7,Household income,Household income,"$58,000 to $75,999",0.106767652088932,8445
Line,Bus,7,Household income,Household income,"$76,000 to $108,499",0.179819203518202,8593
Line,Bus,7,Household income,Household income,"Less than $14,500",0.00293183483997068,7853
Line,Bus,7,Household income,Household income,Prefer not to say,0.137307598338627,9037
Line,Bus,7,Low-income classification,Low-income classification,No,0.943642027754177,9333
Line,Bus,7,Low-income classification,Low-income classification,Yes,0.0566411781365052,9185
Line,Bus,7,Race,Race,American Indian or Alaska Native,0.00610798924993892,9481
Line,Bus,7,Race,Race,Asian,0.0273637918397264,9628
Line,Bus,7,Race,Race,Black or African American,0.0151478133398485,9775
Line,Bus,7,Race,Race,Native Hawaiian or other Pacific Islander,0.0,9922
Line,Bus,7,Race,Race,Other,0.0183239677498168,10216
Line,Bus,7,Race,Race,Prefer not to say,0.0730515514292695,10363
Line,Bus,7,Race,Race,White,0.862692401661373,10069
Line,Bus,7,Hispanic or Latino/Latina,Hispanic or Latino/Latina,No,0.88905325443787,10660
Line,Bus,7,Hispanic or Latino/Latina,Hispanic or Latino/Latina,Prefer not to say,0.0737179487179487,10810
Line,Bus,7,Hispanic or Latino/Latina,Hispanic or Latino/Latina,Yes,0.0369822485207101,10510
Line,Bus,7,Minority classification,Minority classification,No,0.912019491066595,11106
Line,Bus,7,Minority classification,Minority classification,Yes,0.0877097996751489,10960
Line,Bus,7,Age,Age,18 to 21,0.00290556900726392,11397
Line,Bus,7,Age,Age,22 to 34,0.613317191283293,11542
Line,Bus,7,Age,Age,35 to 44,0.19636803874092,11687
Line,Bus,7,Age,Age,45 to 64,0.157142857142857,11832
Line,Bus,7,Age,Age,65 or over,0.0271186440677966,11977
Line,Bus,7,Age,Age,Under 18,0.00290556900726392,11252
Line,Bus,7,Gender,Gender,Man,0.361753958587089,12122
Line,Bus,7,Gender,Gender,Other,0.0,12416
Line,Bus,7,Gender,Gender,Prefer not to say,0.0121802679658952,12563
Line,Bus,7,Gender,Gender,Woman,0.626309378806334,12269
Line,Bus,7,Ability to understand English,Ability to understand English,Always,0.987784021500122,12710
Line,Bus,7,Ability to understand English,Ability to understand English,Never,0.00293183483997068,13172
Line,Bus,7,Ability to understand English,Ability to understand English,Often,0.00610798924993892,12864
Line,Bus,7,Ability to understand English,Ability to understand English,Prefer not to say,0.00293183483997068,13326
Line,Bus,7,Ability to understand English,Ability to understand English,Sometimes,0.0,13018
Line,Bus,8,Trip purpose,Trip purpose,Home-based other,0.113562386980109,427
Line,Bus,8,Trip purpose,Trip purpose,Home-based school,0.0907775768535262,145
Line,Bus,8,Trip purpose,Trip purpose,Home-based social activity,0.0227848101265823,286
Line,Bus,8,Trip purpose,Trip purpose,Home-based work,0.689330922242315,4
Line,Bus,8,Trip purpose,Trip purpose,Non-home-based,0.0835443037974684,568
Line,Bus,8,Trip frequency,Trip frequency,1-2 days a week,0.0568912969861158,1147
Line,Bus,8,Trip frequency,Trip frequency,1-3 days a month,0.0355570606163224,1293
Line,Bus,8,Trip frequency,Trip frequency,3-4 days a week,0.106332543176431,1001
Line,Bus,8,Trip frequency,Trip frequency,5 days a week,0.609888249238063,855
Line,Bus,8,Trip frequency,Trip frequency,6-7 days a week,0.127666779546224,709
Line,Bus,8,Trip frequency,Trip frequency,Less than once a month,0.0640027091093803,1439
Line,Bus,8,Fare,Fare,1-day or 7-day LinkPass,0.0350584307178631,1881
Line,Bus,8,Fare,Fare,Monthly pass,0.797328881469115,1585
Line,Bus,8,Fare,Fare,Other,0.0140233722871452,2029
Line,Bus,8,Fare,Fare,Pay-per-ride,0.153923205342237,1733
Line,Bus,8,Monthly pass type,Monthly pass type,Commuter rail or ferry,0.166666666666667,2621
Line,Bus,8,Monthly pass type,Monthly pass type,LinkPass or Express Bus,0.535175879396985,2473
Line,Bus,8,Monthly pass type,Monthly pass type,Local Bus,0.149078726968174,2325
Line,Bus,8,Monthly pass type,Monthly pass type,Reduced-fare pass,0.149497487437186,2177
Line,Bus,8,Pay-per-ride type,Pay-per-ride type,CharlieCard (plastic),0.681127982646421,3213
Line,Bus,8,Pay-per-ride type,Pay-per-ride type,CharlieTicket (paper),0.0,3361
Line,Bus,8,Pay-per-ride type,Pay-per-ride type,Full cash fare on board,0.227765726681128,2769
Line,Bus,8,Pay-per-ride type,Pay-per-ride type,Reduced fare,0.0911062906724512,2917
Line,Bus,8,Pay-per-ride type,Pay-per-ride type,mTicket (single/multi-ride),0.0,3065
Line,Bus,8,Access to first MBTA service,Access to first MBTA service,Carpooled,0.0,3813
Line,Bus,8,Access to first MBTA service,Access to first MBTA service,Dropped off by other vehicle,0.024773413897281,4117
Line,Bus,8,Access to first MBTA service,Access to first MBTA service,Dropped off by personal vehicle,0.00604229607250755,3965
Line,Bus,8,Access to first MBTA service,Access to first MBTA service,Drove alone,0.0126888217522659,3661
Line,Bus,8,Access to first MBTA service,Access to first MBTA service,Walked or bicycled,0.955287009063444,3509
Line,Bus,8,Previous transit mode,Previous transit mode,Bus or Silver Line,0.386837881219904,4269
Line,Bus,8,Previous transit mode,Previous transit mode,Commuter rail or ferry,0.159711075441413,4583
Line,Bus,8,Previous transit mode,Previous transit mode,Rail rapid transit,0.454253611556982,4426
Line,Bus,8,Use alternative modes,Use alternative modes,No,0.318599717114569,4876
Line,Bus,8,Use alternative modes,Use alternative modes,Yes,0.681400282885431,4740
Line,Bus,8,Alternative modes,Alternative modes,Bicycle,0.0646817248459959,5148
Line,Bus,8,Alternative modes,Alternative modes,Drive alone,0.161190965092402,5284
Line,Bus,8,Alternative modes,Alternative modes,Drive or ride in a carpool,0.128850102669405,5420
Line,Bus,8,Alternative modes,Alternative modes,Other,0.0,5964
Line,Bus,8,Alternative modes,Alternative modes,Take a different MBTA service,0.634496919917865,5828
Line,Bus,8,Alternative modes,Alternative modes,Take a private shuttle or other transit,0.107289527720739,5692
Line,Bus,8,Alternative modes,Alternative modes,Take a taxi or use a rideshare company,0.215092402464066,5556
Line,Bus,8,Alternative modes,Alternative modes,Walk,0.236652977412731,5012
Line,Bus,8,Usable household vehicles,Usable household vehicles,0,0.388526279628994,6100
Line,Bus,8,Usable household vehicles,Usable household vehicles,1,0.366884232222604,6247
Line,Bus,8,Usable household vehicles,Usable household vehicles,2,0.201305393335624,6394
Line,Bus,8,Usable household vehicles,Usable household vehicles,3 or more,0.0432840948127791,6541
Line,Bus,8,Vehicles per capita,Vehicles per capita,0.01-0.49,0.246052148365773,6834
Line,Bus,8,Vehicles per capita,Vehicles per capita,0.50-0.99,0.238340066103562,6980
Line,Bus,8,Vehicles per capita,Vehicles per capita,1.00-1.49,0.115313991920676,7126
Line,Bus,8,Vehicles per capita,Vehicles per capita,1.50-1.99,0.0077120822622108,7272
Line,Bus,8,Vehicles per capita,Vehicles per capita,2 or more,0.0,7418
Line,Bus,8,Vehicles per capita,Vehicles per capita,None,0.392214469335292,6688
Line,Bus,8,Valid driver's license,Valid driver's license,No,0.280659567159052,7709
Line,Bus,8,Valid driver's license,Valid driver's license,Yes,0.719340432840948,7564
Line,Bus,8,Household income,Household income,"$108,500 to $151,999",0.0649261422191687,8742
Line,Bus,8,Household income,Household income,"$14,500 to $28,999",0.086224665063552,8002
Line,Bus,8,Household income,Household income,"$152,000 or more",0.0649261422191687,8890
Line,Bus,8,Household income,Household income,"$29,000 to $43,499",0.136722775678461,8150
Line,Bus,8,Household income,Household income,"$43,500 to $57,999",0.143936791480591,8298
Line,Bus,8,Household income,Household income,"$58,000 to $75,999",0.122294744074201,8446
Line,Bus,8,Household income,Household income,"$76,000 to $108,499",0.0934386808656819,8594
Line,Bus,8,Household income,Household income,"Less than $14,500",0.0790106492614222,7854
